seed,method,lambda,node_id,capacity_dual
1,LP,0.8888888888888888,26,0.0
1,LP,0.8888888888888888,27,0.0
1,LP,0.8888888888888888,28,0.0
1,LP,0.8888888888888888,29,0.0
1,LP,0.8888888888888888,30,0.0
1,LP,0.8888888888888888,31,0.0
1,LP,0.8888888888888888,32,0.0
1,LP,0.8888888888888888,33,0.0
1,LP,0.8888888888888888,34,0.0
1,LP,0.8888888888888888,35,0.0
1,LP,0.8888888888888888,36,0.0
1,LP,0.8888888888888888,37,0.0
1,LP,0.8888888888888888,38,0.0
1,LP,0.8888888888888888,39,0.0
1,LP,0.8888888888888888,40,0.0
1,LP,0.8888888888888888,41,0.0
1,LP,0.8888888888888888,42,0.0
1,LP,0.8888888888888888,43,0.0
1,LP,0.8888888888888888,44,0.0
1,LP,0.8888888888888888,45,0.0
1,LP,0.8888888888888888,46,0.0
1,LP,0.8888888888888888,47,0.0
1,LP,0.8888888888888888,48,0.0
1,LP,0.8888888888888888,49,0.0
1,LP,0.8888888888888888,50,0.0
1,LP,0.8888888888888888,51,0.0
1,LP,0.8888888888888888,52,0.0
1,LP,0.8888888888888888,53,0.0
1,LP,1.1111111111111112,0,0.0
1,LP,1.1111111111111112,1,0.00040689496425586644
1,LP,1.1111111111111112,2,0.0
1,LP,1.1111111111111112,3,0.0
1,LP,1.1111111111111112,4,0.0
1,LP,1.1111111111111112,5,0.0
1,LP,1.1111111111111112,6,0.0
1,LP,1.1111111111111112,7,0.0
1,LP,1.1111111111111112,8,0.0023933387204125934
1,LP,1.1111111111111112,9,0.0
1,LP,1.1111111111111112,10,0.0018701701946282079
1,LP,1.1111111111111112,11,0.0
1,LP,1.1111111111111112,12,0.0
1,LP,1.1111111111111112,13,0.0
1,LP,1.1111111111111112,14,0.0
1,LP,1.1111111111111112,15,0.0
1,LP,1.1111111111111112,16,0.001507368555518749
1,LP,1.1111111111111112,17,0.0
1,LP,1.1111111111111112,18,0.0
1,LP,1.1111111111111112,19,0.0
1,LP,1.1111111111111112,20,0.0005213769764601762
1,LP,1.1111111111111112,21,0.0
1,LP,1.1111111111111112,22,0.0
1,LP,1.1111111111111112,23,0.0
1,LP,1.1111111111111112,24,0.0
1,LP,1.1111111111111112,25,0.0
1,LP,1.1111111111111112,26,0.0
1,LP,1.1111111111111112,27,0.0
1,LP,1.1111111111111112,28,0.0
1,LP,1.1111111111111112,29,0.0
1,LP,1.1111111111111112,30,0.0
1,LP,1.1111111111111112,31,0.0
1,LP,1.1111111111111112,32,0.0
1,LP,1.1111111111111112,33,0.0
1,LP,1.1111111111111112,34,0.0
1,LP,1.1111111111111112,35,0.0
1,LP,1.1111111111111112,36,0.0
1,LP,1.1111111111111112,37,0.0
1,LP,1.1111111111111112,38,0.0
1,LP,1.1111111111111112,39,0.0
1,LP,1.1111111111111112,40,0.0
1,LP,1.1111111111111112,41,0.0
1,LP,1.1111111111111112,42,0.0
1,LP,1.1111111111111112,43,0.0
1,LP,1.1111111111111112,44,0.0
1,LP,1.1111111111111112,45,0.0
1,LP,1.1111111111111112,46,0.0
1,LP,1.1111111111111112,47,0.0
1,LP,1.1111111111111112,48,0.0
1,LP,1.1111111111111112,49,0.0
1,LP,1.1111111111111112,50,0.0
1,LP,1.1111111111111112,51,0.0
1,LP,1.1111111111111112,52,0.0
1,LP,1.1111111111111112,53,0.0
1,LP,1.3333333333333333,0,0.0
1,LP,1.3333333333333333,1,0.0005801214635347662
1,LP,1.3333333333333333,2,0.0
1,LP,1.3333333333333333,3,0.0
1,LP,1.3333333333333333,4,0.0
1,LP,1.3333333333333333,5,0.0
1,LP,1.3333333333333333,6,0.0
1,LP,1.3333333333333333,7,0.0
1,LP,1.3333333333333333,8,0.0042677631366118095
1,LP,1.3333333333333333,9,0.0
1,LP,1.3333333333333333,10,0.0018952554035046275
1,LP,1.3333333333333333,11,0.0
1,LP,1.3333333333333333,12,0.0
1,LP,1.3333333333333333,13,0.0
1,LP,1.3333333333333333,14,0.0
1,LP,1.3333333333333333,15,0.0
1,LP,1.3333333333333333,16,0.0009675890931586609
1,LP,1.3333333333333333,17,0.0
1,LP,1.3333333333333333,18,0.0
1,LP,1.3333333333333333,19,0.0
1,LP,1.3333333333333333,20,0.0007073078693988663
1,LP,1.3333333333333333,21,0.0
1,LP,1.3333333333333333,22,0.0
1,LP,1.3333333333333333,23,0.0
1,LP,1.3333333333333333,24,0.0
1,LP,1.3333333333333333,25,0.0
1,LP,1.3333333333333333,26,0.0
1,LP,1.3333333333333333,27,0.0
1,LP,1.3333333333333333,28,0.0
1,LP,1.3333333333333333,29,0.0
1,LP,1.3333333333333333,30,0.0
1,LP,1.3333333333333333,31,0.0
1,LP,1.3333333333333333,32,0.0
1,LP,1.3333333333333333,33,0.0
1,LP,1.3333333333333333,34,0.0
1,LP,1.3333333333333333,35,0.0
1,LP,1.3333333333333333,36,0.0
1,LP,1.3333333333333333,37,0.0
1,LP,1.3333333333333333,38,0.0
1,LP,1.3333333333333333,39,0.0
1,LP,1.3333333333333333,40,0.0
1,LP,1.3333333333333333,41,0.0
1,LP,1.3333333333333333,42,0.0
1,LP,1.3333333333333333,43,0.0
1,LP,1.3333333333333333,44,0.0
1,LP,1.3333333333333333,45,0.0
1,LP,1.3333333333333333,46,0.0
1,LP,1.3333333333333333,47,0.0
1,LP,1.3333333333333333,48,0.0
1,LP,1.3333333333333333,49,0.0
1,LP,1.3333333333333333,50,0.0
1,LP,1.3333333333333333,51,0.0
1,LP,1.3333333333333333,52,0.0
1,LP,1.3333333333333333,53,0.0
1,LP,1.5555555555555554,0,0.0
1,LP,1.5555555555555554,1,0.0008348877460099379
